File Name,Abies,Acer,Alnus,Betula,Cleared,Fagus,Fraxinus,Larix,Picea,Pinus,Populus,Prunus,Pseudotsuga,Quercus,Tilia
Abies_alba_3_3487_WEFL_NLF.tif,1,,,,,,,,,,,,,,
Pseudotsuga_menziesii_3_77853_WEFL_NLF.tif,,,,,,,,0.0858,,,,,0.89045,0.02375,
Pinus_sylvestris_3_61413_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Cleared_0_21197_WEFL_NLF.tif,,,,,0.9849,,,,,,,,,0.0151,
Fraxinus_excelsior_4_30563_WEFL_NLF.tif,,,,,,,0.9007,,,,,,,,
Fagus_sylvatica_10_25527_WEFL_NLF.tif,,,0.1299,,,0.34875,,0.2567,0.26465,,,,,,
Picea_abies_1_48704_WEFL_NLF.tif,,,,,,0.0577,,,0.9423,,,,,,
Betula_spec._2_19723_WEFL_NLF.tif,,,,0.78023,,,,0.09263,,,,,,0.12714,
Quercus_robur_5_85910_WEFL_NLF.tif,,,,,,,,0.10448,,,,,,0.89552,
Quercus_petraea_11_83808_WEFL_NLF.tif,,,,,,0.07351,,,,,,,,0.92649,
Fagus_sylvatica_6_29145_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Fagus_sylvatica_7_26217_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Pinus_sylvestris_4_64879_WEFL_NLF.tif,,,,,,,,,,0.9101,,,,0.03458,
Fagus_sylvatica_6_26097_WEFL_NLF.tif,,,,,,0.87893,,,0.01108,,,,,0.10999,
Picea_abies_2_45066_WEFL_NLF.tif,,,,,,,,,0.98119,,,,,0.01881,
Quercus_petraea_2_81523_WEFL_NLF.tif,,,,,,0.02138,,,,,,,,0.97862,
Quercus_robur_8_85836_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Pinus_sylvestris_4_61897_WEFL_NLF.tif,,,,,,,,,0.12895,0.87105,,,,,
Fagus_sylvatica_2_27462_WEFL_NLF.tif,,,,,,0.83243,,,0.16757,,,,,,
Picea_abies_9_48462_WEFL_NLF.tif,,,0.04093,,,,,,0.95907,,,,,,
Larix_decidua_3_38790_WEFL_NLF.tif,,0.10933,,,,0.00533,,0.88535,,,,,,,
Fraxinus_excelsior_3_34024_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Acer_pseudoplatanus_1_6750_WEFL_NLF.tif,,1,,,,,,,,,,,,,
Fagus_sylvatica_7_25487_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Fagus_sylvatica_4_28677_WEFL_NLF.tif,,,,,,0.99986,,,,,,,,0.00014,
Cleared_0_22964_WEFL_NLF.tif,,,,,0.67521,,,,,,,,,,
Cleared_0_22021_WEFL_NLF.tif,,,,,0.6209,,,,,0.02255,,,,0.35655,
Populus_spec._2_67832_WEFL_NLF.tif,,,,,,,,,,,0.87527,,,,
Acer_pseudoplatanus_1_5201_WEFL_NLF.tif,,1,,,,,,,,,,,,,
Fagus_sylvatica_5_27059_WEFL_NLF.tif,,,,,,0.98055,,,,,,,,0.01364,
Fagus_sylvatica_7_29287_WEFL_NLF.tif,,,,,,0.88066,,,0.11934,,,,,,
Quercus_robur_6_88985_WEFL_NLF.tif,,,,,,,,,,0.00077,,,0.01925,0.86339,
Acer_pseudoplatanus_3_8889_WEFL_NLF.tif,,0.84684,,,,,,,,,0.14423,,,,
Picea_abies_4_45352_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Larix_decidua_3_37566_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Pinus_sylvestris_4_61300_WEFL_NLF.tif,,,,,,,,,,0.95873,,,0.04127,,
Quercus_rubra_3_93752_WEFL_NLF.tif,,,,,,,,,,,,,,0.98563,
Pinus_sylvestris_4_61212_WEFL_NLF.tif,,,0.10308,,,,,,,0.89692,,,,,
Larix_decidua_3_38199_WEFL_NLF.tif,,,,,,,,0.60703,,,,,,0.18338,
Pinus_strobus_4_58007_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fagus_sylvatica_7_25486_WEFL_NLF.tif,,0.49407,,,,0.50593,,,,,,,,,
Quercus_petraea_0_80219_WEFL_NLF.tif,,,,,,,,,0.11408,,,,,0.88592,
Quercus_petraea_2_81299_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Picea_abies_2_49635_WEFL_NLF.tif,,,,,,,,,0.98776,,,,0.01224,,
Cleared_0_24524_WEFL_NLF.tif,,,,,0.86056,,,,,,,,,,
Cleared_0_21431_WEFL_NLF.tif,,,,,0.97903,,,,,0.02097,,,,,
Pinus_sylvestris_7_60525_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fagus_sylvatica_2_28962_WEFL_NLF.tif,,,,,,0.98441,,,,,,,,0.01559,
Acer_pseudoplatanus_4_6250_WEFL_NLF.tif,,0.84716,,,,0.15284,,,,,,,,,
Acer_pseudoplatanus_3_7465_WEFL_NLF.tif,,0.87179,,,,0.12773,,,,,,,,,
Picea_abies_6_46821_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Fagus_sylvatica_8_28234_WEFL_NLF.tif,,0.00053,,,,0.99628,,,0.00319,,,,,,
Quercus_robur_3_85038_WEFL_NLF.tif,,0.03876,0.06843,0.10554,,0.0702,,,,,,,,0.16945,
Cleared_0_21796_WEFL_NLF.tif,,,,,0.36082,0.09705,,,0.54213,,,,,,
Cleared_0_20122_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Larix_kaempferi_4_44060_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Fraxinus_excelsior_2_30086_WEFL_NLF.tif,,,,,,,0.94975,,,,,,,,
Fagus_sylvatica_4_28476_WEFL_NLF.tif,,,,,,0.74669,,,0.2231,,,,,,
Picea_abies_9_46881_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Fagus_sylvatica_10_28605_WEFL_NLF.tif,,,,,,0.99851,,,,0.00149,,,,,
Pseudotsuga_menziesii_1_75670_WEFL_NLF.tif,,,,,,,,,0.23792,,,,0.76208,,
Picea_abies_4_45722_WEFL_NLF.tif,,,,,,,,,0.07653,,,,,0.14322,
Picea_abies_2_48062_WEFL_NLF.tif,,,,,,0.07321,,,0.92679,,,,,,
Picea_abies_3_49504_WEFL_NLF.tif,,,,,,0.29415,,,0.70585,,,,,,
Alnus_spec._2_10042_WEFL_NLF.tif,,,0.86482,,,,,,,,,,,0.13518,
Fagus_sylvatica_7_28963_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Quercus_rubra_4_91412_WEFL_NLF.tif,,,,,,,,,0.08145,,,,,0.91855,
Pinus_sylvestris_6_62641_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Picea_abies_4_45700_WEFL_NLF.tif,,,,,,0.05167,,,0.94833,,,,,,
Acer_pseudoplatanus_2_9018_WEFL_NLF.tif,,0.92816,,,,,,,,,,,,,
Alnus_spec._2_11441_WEFL_NLF.tif,,,0.83632,,,,,,0.16368,,,,,,
Pseudotsuga_menziesii_3_77750_WEFL_NLF.tif,,,,,,,,0.09401,,,,,0.90599,,
Quercus_robur_2_85324_WEFL_NLF.tif,,,,,,,,,0.13851,,,,,0.86149,
Fraxinus_excelsior_5_30206_WEFL_NLF.tif,,,,,,,0.91045,,,,,,,,
Pinus_sylvestris_4_61887_WEFL_NLF.tif,,,,,,,,,,0.99889,,,,,
Quercus_robur_6_88676_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Pinus_nigra_6_51134_WEFL_NLF.tif,,,,,0.03973,,,,,0.76633,,,,0.03028,
Pseudotsuga_menziesii_3_75278_WEFL_NLF.tif,,,,,,,,,,,,,1,,
Fagus_sylvatica_3_25712_WEFL_NLF.tif,,,,,,0.99655,,,,,,,0.00345,,
Fagus_sylvatica_1_29743_WEFL_NLF.tif,,,,,0.08322,0.91678,,,,,,,,,
Larix_kaempferi_4_40587_WEFL_NLF.tif,,,,,,,,0.9793,,,,,0.0207,,
Pseudotsuga_menziesii_3_77290_WEFL_NLF.tif,,,,,,,,,,,,,1,,
Pinus_sylvestris_4_60188_WEFL_NLF.tif,,,,,,,,,,0.89744,,,,,
Abies_alba_3_889_WEFL_NLF.tif,0.86416,,,,,,,,,,,,,0.10901,
Pseudotsuga_menziesii_3_79656_WEFL_NLF.tif,,,,,,,,,,,,,0.96206,0.03794,
Picea_abies_4_45516_WEFL_NLF.tif,,,0.08844,,,,,,0.91156,,,,,,
Fagus_sylvatica_10_25511_WEFL_NLF.tif,,,,,,0.8691,,,0.1309,,,,,,
Picea_abies_3_46190_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Quercus_rubra_3_92762_WEFL_NLF.tif,,,,,,,,,,0.23406,,,,0.63532,
Cleared_0_24581_WEFL_NLF.tif,,,,,0.96227,,,,,,,,,,
Cleared_0_20337_WEFL_NLF.tif,,,,,0.57438,,,8.00E-05,,0.42553,,,,,
Acer_pseudoplatanus_1_8463_WEFL_NLF.tif,,0.56994,,,,0.22871,,,0.20135,,,,,,
Pseudotsuga_menziesii_2_77505_WEFL_NLF.tif,,,,,,,,0,,,,,1,,
Fraxinus_excelsior_3_33649_WEFL_NLF.tif,,,,,,,0.87928,,,,,,,0.12072,
Fagus_sylvatica_10_26675_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Cleared_0_20758_WEFL_NLF.tif,,,,0.04054,0.92169,,,,,,,,,0.03777,
Picea_abies_4_49319_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Fagus_sylvatica_2_25721_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Picea_abies_9_48756_WEFL_NLF.tif,,,,,,,,,0.5846,,,,,0.4154,
Picea_abies_3_49488_WEFL_NLF.tif,,,,,,,,,0.86748,,,,,0.13252,
Fagus_sylvatica_8_29529_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Pinus_sylvestris_2_62153_WEFL_NLF.tif,,,,,,,,0.04983,,0.95017,,,,,
Acer_pseudoplatanus_2_5192_WEFL_NLF.tif,,0.67205,,,0.05549,0.27246,,,,,,,,,
Pinus_sylvestris_4_61696_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Pinus_sylvestris_3_61359_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fraxinus_excelsior_6_31107_WEFL_NLF.tif,,,,,,0.25779,0.41644,,,,,,,,
Fagus_sylvatica_7_26942_WEFL_NLF.tif,,,,,,0.85203,,,0.08102,,,,,0.06696,
Fraxinus_excelsior_2_31840_WEFL_NLF.tif,,,,,,0.03949,0.96051,,,,,,,,
Abies_alba_5_143_WEFL_NLF.tif,1,,,,,,,,,,,,,,
Quercus_robur_9_87716_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Cleared_0_21697_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Cleared_0_24465_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Pseudotsuga_menziesii_1_78009_WEFL_NLF.tif,,,,,0.08843,,,,0.01466,,,,0.85228,,
Cleared_0_20568_WEFL_NLF.tif,,,0.248,,0.37744,,,,0.26381,,,,,,
Larix_kaempferi_5_41192_WEFL_NLF.tif,,,,,0.01826,0.08407,,0.89767,,,,,,,
Quercus_robur_2_86540_WEFL_NLF.tif,,,,,,0.0547,,,0.0157,,,,,0.92959,
Fagus_sylvatica_2_29438_WEFL_NLF.tif,,,,,,0.99613,,,0.00387,,,,,,
Quercus_robur_6_88579_WEFL_NLF.tif,,,,,,,,,,,,,0.10598,0.00121,
Quercus_robur_4_86500_WEFL_NLF.tif,,,,,,,,0.11536,,,,,,0.88464,
Pinus_nigra_9_50387_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Betula_spec._1_19772_WEFL_NLF.tif,,,,0.99777,,,,,,,,,,0.00223,
Fagus_sylvatica_7_26285_WEFL_NLF.tif,,,,,,0.47634,,,0.04757,0.47609,,,,,
Acer_pseudoplatanus_2_9336_WEFL_NLF.tif,,0.9121,,,,,,,0.0879,,,,,,
Pinus_nigra_8_53095_WEFL_NLF.tif,,,,,,0.0883,,,,0.73852,,,,,
Pinus_sylvestris_4_60010_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fraxinus_excelsior_9_33558_WEFL_NLF.tif,,,0.05083,,,,0.94917,,,,,,,,
Cleared_0_20406_WEFL_NLF.tif,,,,,0.87954,0.06331,,,,,,,,0.02588,
Fagus_sylvatica_3_28095_WEFL_NLF.tif,,,,,,0.99892,,,,,,,,0.00108,
Fagus_sylvatica_11_28390_WEFL_NLF.tif,,,,,,0.34029,,,0.32446,,,,,,
Picea_abies_9_49490_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Cleared_0_24343_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Acer_pseudoplatanus_1_6720_WEFL_NLF.tif,,0.98146,,,,0.01854,,,,,,,,,
Quercus_petraea_8_82583_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Larix_kaempferi_3_40826_WEFL_NLF.tif,,,,,,,,0.29761,,0.70239,,,,,
Fagus_sylvatica_7_29661_WEFL_NLF.tif,,,,,,0.90792,,,0.09208,,,,,,
Picea_abies_4_47058_WEFL_NLF.tif,,,,0.01303,,,,,0.98697,,,,,,
Fraxinus_excelsior_2_34206_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Larix_kaempferi_4_42411_WEFL_NLF.tif,,,,,,0.00029,,0.65706,,0.22281,,,0.11984,,
Fraxinus_excelsior_9_33079_WEFL_NLF.tif,,,,0.00196,0.00165,,0.73265,,,,,,,0.00696,
Picea_abies_3_47323_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Picea_abies_3_49233_WEFL_NLF.tif,,,,,,0.14223,,,0.85777,,,,,,
Betula_spec._2_17168_WEFL_NLF.tif,,,,0.9456,,,,,0.0544,,,,,,
Picea_abies_4_45864_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Cleared_0_20066_WEFL_NLF.tif,,,,,0.64412,,,,,,,,0.276,0.07988,
Picea_abies_2_48406_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Picea_abies_11_47548_WEFL_NLF.tif,,,,,,0.32296,,,0.32612,,,,,,
Picea_abies_3_49958_WEFL_NLF.tif,,,,,,,,0.09005,0.90735,,,,,0.0026,
Cleared_0_24519_WEFL_NLF.tif,,,,,0.99492,0.00508,,,,,,,,,
Picea_abies_4_49899_WEFL_NLF.tif,,,,,,,,,0.25251,0.30489,,0.25908,,0.1835,
Larix_decidua_0_37486_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Cleared_0_24183_WEFL_NLF.tif,,0,,,0.89653,,,,,,,,,,
Pinus_sylvestris_3_62637_WEFL_NLF.tif,,,,,,,,,,0.9341,,,,,
Pseudotsuga_menziesii_3_79764_WEFL_NLF.tif,,,,,,,,,,,,0.00827,0.99173,,
Quercus_rubra_4_90803_WEFL_NLF.tif,,,,,,,,,0.57095,,,,,0.42905,
Pseudotsuga_menziesii_2_75807_WEFL_NLF.tif,,,,,,,,,,,,,1,0,
Alnus_spec._1_10521_WEFL_NLF.tif,,,0.70233,,,,,,,0.29729,,,,,
Betula_spec._1_18980_WEFL_NLF.tif,,,,0.92987,,,,,0.00168,,,,,0.06845,
Pseudotsuga_menziesii_3_77827_WEFL_NLF.tif,,,,,,,,,,,,,0.92725,,
Quercus_rubra_3_92190_WEFL_NLF.tif,,,,,,,,,,,,,0.04612,0.04043,
Pinus_sylvestris_4_64892_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Larix_decidua_3_39381_WEFL_NLF.tif,,,,,,,,0.98,,,,,,0.02,
Quercus_robur_6_87246_WEFL_NLF.tif,0.08119,,,,,,,,,0.00906,,,,0.90975,
Betula_spec._1_15975_WEFL_NLF.tif,,,,0.85701,,0.02641,,,0.05798,,,,,0.0586,
Larix_kaempferi_9_40515_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Quercus_rubra_2_91096_WEFL_NLF.tif,,,,,,,,,,,,,,0.09702,
Fagus_sylvatica_10_26156_WEFL_NLF.tif,,,,,,0.99559,,,0.00441,,,,,,
Quercus_robur_6_89179_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Quercus_petraea_3_83630_WEFL_NLF.tif,,,,,,,,0.23644,,0.28574,,,,0.47781,
Pseudotsuga_menziesii_3_78408_WEFL_NLF.tif,,,,,,,,,,,,,0.95984,,
Fagus_sylvatica_1_28306_WEFL_NLF.tif,,,,,,0.94785,,,,,,,,0.05215,
Picea_abies_5_47936_WEFL_NLF.tif,,,,,,0.48567,,,0.51433,,,,,,
Betula_spec._1_16875_WEFL_NLF.tif,,0,,0.53056,,0.09216,,,0.37728,,,,,,
Fagus_sylvatica_2_27089_WEFL_NLF.tif,,,,,,0.90984,,,0.09016,,,,,,
Larix_kaempferi_3_41217_WEFL_NLF.tif,,,,,,,,0.31469,0.33535,0.34996,,,,,
Cleared_0_20224_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Quercus_rubra_4_94984_WEFL_NLF.tif,,,,,,,,,,,,,,0.01175,
Picea_abies_2_45479_WEFL_NLF.tif,,,,,,0.40716,,,0.59284,,,,,,
Larix_kaempferi_3_41274_WEFL_NLF.tif,,,,,,,,0.82856,,0.17144,,,,,
Quercus_rubra_5_90871_WEFL_NLF.tif,,,,,,0.13972,,,,,,,,0.86028,
Cleared_0_21923_WEFL_NLF.tif,,,,,0.54852,0.45148,,,,,,,,,
Quercus_rubra_3_94538_WEFL_NLF.tif,,,,,,,,,,0.16895,,,,0.3427,
Quercus_robur_5_86387_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Cleared_0_21781_WEFL_NLF.tif,,,0.26786,,0.49116,0.06218,,,,,,,,,
Cleared_0_21121_WEFL_NLF.tif,,,,,0.11596,,,,,,,,,,
Fagus_sylvatica_7_29885_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Quercus_robur_1_88289_WEFL_NLF.tif,,,,,,,,,,,,,,0.91093,
Betula_spec._2_18297_WEFL_NLF.tif,,,,0.99786,,,,,,,,,,,
Picea_abies_3_46136_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Alnus_spec._3_10442_WEFL_NLF.tif,,0.45883,0.41007,,,0.02627,,,0.02102,,,,,0.03641,
Pinus_sylvestris_4_64952_WEFL_NLF.tif,,,,,,,,0.04126,,0.95572,,,,0.00303,
Prunus_spec._2_70775_WEFL_NLF.tif,,,,,,,,,,,,0.89449,,,
Cleared_0_23620_WEFL_NLF.tif,,,,0.29432,0.70568,,,,,,,,,,
Alnus_spec._5_12544_WEFL_NLF.tif,,,0.65406,,,,,,,0.34594,,,,,
Pinus_sylvestris_3_60485_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Quercus_rubra_4_90168_WEFL_NLF.tif,,,,,,0.02452,,,0.07069,0.1379,,,,0.76689,
Picea_abies_3_45169_WEFL_NLF.tif,,,,,,,,0.14428,0.85572,,,,,,
Cleared_0_23166_WEFL_NLF.tif,,,,,0.62281,0.14858,,,0.13683,,,,,,
Quercus_petraea_3_80212_WEFL_NLF.tif,,,,,,,,,0.00035,,,,,0.96071,
Quercus_petraea_8_80863_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Betula_spec._3_15135_WEFL_NLF.tif,,,,0.6423,0.08498,,,,,,,,,,
Picea_abies_6_46154_WEFL_NLF.tif,,,,,,,,,0.75451,,,,,,
Fagus_sylvatica_1_26262_WEFL_NLF.tif,,,,0.00894,,0.71249,,,0.27857,,,,,,
Pinus_sylvestris_3_63873_WEFL_NLF.tif,,,,,,,,0.06797,,0.93089,,,,,
Larix_kaempferi_4_44432_WEFL_NLF.tif,,,,,,,,0.95243,,0.04757,,,,,
Quercus_petraea_11_81828_WEFL_NLF.tif,,,,,0.04432,0.16949,,,,,,,,0.78619,
Picea_abies_7_47487_WEFL_NLF.tif,,,,,,,,,0.97464,,,,,,
Betula_spec._2_15134_WEFL_NLF.tif,,,,0.93414,,,,0.06586,,,,,,,
Acer_pseudoplatanus_5_5225_WEFL_NLF.tif,,0.97837,,,,0.02163,,,,,,,,,
Pinus_sylvestris_3_60991_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Alnus_spec._3_10817_WEFL_NLF.tif,,,1,,,,,,,,,,,,
Alnus_spec._5_14370_WEFL_NLF.tif,,,1,,,,,,,,,,,,
Larix_decidua_3_36411_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Fagus_sylvatica_1_25549_WEFL_NLF.tif,,,0.30618,,,0.56065,,,,,,,,0.13317,
Cleared_0_22238_WEFL_NLF.tif,,,,,0.9225,0.0775,,,,,,,,,
Cleared_0_24682_WEFL_NLF.tif,,,,,0.19601,,,,,,,,,,
Tilia_spec._2_95404_WEFL_NLF.tif,,,,,,,,,,,,,,,0.81459
Picea_abies_6_46563_WEFL_NLF.tif,,,,,,0.09512,,,0.90488,,,,,,
Larix_decidua_1_39103_WEFL_NLF.tif,,,,,0.00787,0.48176,,0.51037,,,,,,,
Pinus_sylvestris_4_64741_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Acer_pseudoplatanus_4_8408_WEFL_NLF.tif,,0.9123,,,,8.00E-05,,,,,,,,,
Cleared_0_20361_WEFL_NLF.tif,,,,,0.92964,,,,0.04909,,,,0.02127,,
Picea_abies_2_48347_WEFL_NLF.tif,,,,,0.03972,0.13482,,,0.82546,,,,,,
Cleared_0_23043_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Acer_pseudoplatanus_3_6390_WEFL_NLF.tif,,0.96433,,,0.0252,,,,0.01047,,,,,,
Betula_spec._2_19726_WEFL_NLF.tif,,,,0.95079,,,,,,,,,,0.04921,
Pinus_sylvestris_2_62976_WEFL_NLF.tif,,,,0.01276,0.0344,,,0.25789,,0.5589,,,0.13605,,
Alnus_spec._4_14316_WEFL_NLF.tif,,0.0833,0.61594,,,0.22288,,,,,,,,0.07789,
Cleared_0_22165_WEFL_NLF.tif,,,,0.00091,0.85802,,,,,0.04692,,,0.08619,0.00796,
Pinus_sylvestris_4_61159_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Populus_spec._2_67949_WEFL_NLF.tif,,,,,,,0.13242,,,,0.10653,,,,
Quercus_rubra_3_90909_WEFL_NLF.tif,,,,,,0.29474,,,,,,,,0.70526,
Betula_spec._1_15910_WEFL_NLF.tif,,,,0.85745,,,,,0.12664,,,,,,
Pinus_sylvestris_4_61042_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fagus_sylvatica_7_26435_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Picea_abies_5_45629_WEFL_NLF.tif,,,,,,,,,0.89019,,,,,,
Alnus_spec._3_13660_WEFL_NLF.tif,,,0.79688,,0.07699,,,,0.10591,,,,,,
Acer_pseudoplatanus_2_5405_WEFL_NLF.tif,,0.6331,,,,,,,0.11257,,,,,,
Abies_alba_3_4180_WEFL_NLF.tif,0.84941,,,,,,,,,,,,0.15059,,
